pair_id,conversation_id,customer_tweet_id,response_tweet_id,customer_author_id,customer_text,response_text,customer_text_normalized,response_text_normalized,customer_timestamp,response_timestamp,turn_delay_seconds,response_has_url,response_requests_dm,response_mentions_genius_bar,response_has_troubleshooting,conversation_length
48540,1629786,1629784,1629783,498853,@498610 @115858 @AppleSupport Lol yoooo he @ them 😂 but facts answer us please 🙆🏽‍♂️,@498853 We'd like to help. Which app are you seeing these boxes in? DM us and let us know. https://t.co/GDrqU22YpT,@user @user @AppleSupport Lol yoooo he @ them 😂 but facts answer us please 🙆🏽‍♂️,@user We'd like to help. Which app are you seeing these boxes in? DM us and let us know. https://t.co/GDrqU22YpT,Sun Nov 05 04:39:31 +0000 2017,Sun Nov 05 16:05:34 +0000 2017,41163,True,True,False,False,4
71218,2026057,2026057,2026056,302598,"This is exactly what happened with my previous phone, but it was an official iOS update. Also it's not just me this is affecting @115858. https://t.co/lU4vWb63dX",@302598 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,"This is exactly what happened with my previous phone, but it was an official iOS update. Also it's not just me this is affecting @user. https://t.co/lU4vWb63dX",@user We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Mon Nov 06 15:13:12 +0000 2017,Mon Nov 06 17:21:27 +0000 2017,7695,True,True,False,False,2
85111,2310635,2310635,2310634,670141,Had another iPhone update but still seeing ! And boxed ? This is getting old @115858,@670141 Let's take a look at this issue together. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,Had another iPhone update but still seeing ! And boxed ? This is getting old @user,@user Let's take a look at this issue together. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,Mon Nov 13 03:44:28 +0000 2017,Mon Nov 13 04:33:00 +0000 2017,2912,True,True,False,False,2
77673,2143374,2143374,2143373,630167,@AppleSupport This glitch with the letter following H is affecting my ability to work on the road. Unacceptable.,@630167 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,@AppleSupport This glitch with the letter following H is affecting my ability to work on the road. Unacceptable.,@user Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 20:58:02 +0000 2017,Wed Nov 08 23:23:31 +0000 2017,8729,True,False,False,True,2
23278,827906,827906,827905,317222,my Apple Music hasn’t worked since I got the newest update...what’s goin on @115858,@317222 We're here to help! Send us a DM with details on what you are experiencing to continue. https://t.co/GDrqU22YpT,my Apple Music hasn’t worked since I got the newest update...what’s goin on @user,@user We're here to help! Send us a DM with details on what you are experiencing to continue. https://t.co/GDrqU22YpT,Sun Oct 08 22:04:42 +0000 2017,Sun Oct 08 23:04:28 +0000 2017,3586,True,True,False,False,2
83754,2298953,2298953,2298952,667309,@AppleSupport I updated to iOS 11.1.1 and I’m still seeing the “I” glitch with the question mark on social media such as Facebook and Twitter apps.,@667309 Thanks for making sure your iPhone has the latest software. We want to make sure we provide you the next best solution. Please meet us in DM so we can provide you a few additional steps. https://t.co/GDrqU22YpT,@AppleSupport I updated to iOS 11.1.1 and I’m still seeing the “I” glitch with the question mark on social media such as Facebook and Twitter apps.,@user Thanks for making sure your iPhone has the latest software. We want to make sure we provide you the next best solution. Please meet us in DM so we can provide you a few additional steps. https://t.co/GDrqU22YpT,Sun Nov 12 07:30:25 +0000 2017,Sun Nov 12 15:20:00 +0000 2017,28175,True,True,False,False,2
17839,637464,637460,637459,271148,"@AppleSupport Itunes 12.7.1.14, there’s no unpdate option for me",@271148 Thanks for that info! That's up-to-date for sure. Can you tell us if this is with a particular podcast or with all? Are you missing ones that were there before or not able to download new ones? Check out this article as well: https://t.co/yie6qPpplH,"@AppleSupport Itunes 12.7.1.14, there’s no unpdate option for me",@user Thanks for that info! That's up-to-date for sure. Can you tell us if this is with a particular podcast or with all? Are you missing ones that were there before or not able to download new ones? Check out this article as well: https://t.co/yie6qPpplH,Wed Nov 22 18:51:21 +0000 2017,Wed Nov 22 19:13:32 +0000 2017,1331,True,False,False,False,8
35326,1245991,1245991,1245990,412302,@AppleSupport iOS 11.0.3 and still having the battery drain issue. Thanks for this Apple 😂,"@412302 Let's meet in DM where we can partner together to investigate, and offer the best path toward a solution. https://t.co/GDrqU22YpT",@AppleSupport iOS 11.0.3 and still having the battery drain issue. Thanks for this Apple 😂,"@user Let's meet in DM where we can partner together to investigate, and offer the best path toward a solution. https://t.co/GDrqU22YpT",Mon Oct 16 03:02:39 +0000 2017,Mon Oct 16 03:06:56 +0000 2017,257,True,True,False,False,2
78692,2177356,2177356,2177355,638196,@AppleSupport @115858 you are providing very bad service to customer and moreover don’t even bother to reply on emails. Customer issues aren’t ur concern,@638196 We certainly want to get to the bottom of this with you. Please DM us details about your concerns to continue. https://t.co/GDrqU22YpT,@AppleSupport @user you are providing very bad service to customer and moreover don’t even bother to reply on emails. Customer issues aren’t ur concern,@user We certainly want to get to the bottom of this with you. Please DM us details about your concerns to continue. https://t.co/GDrqU22YpT,Thu Nov 09 10:51:12 +0000 2017,Thu Nov 09 15:35:00 +0000 2017,17028,True,True,False,False,2
94134,2560448,2560447,2560449,593907,"@AppleSupport I've tried that. When I hold the up volume button and power button down for over a minute, nothing happens. Do Apple Stores accept walk ins? Waiting 30 hours for my appointment without a functioning phone is a real problem.","@593907 The stores do have walk in queues, however, we are unable to estimate or determine the wait times. They change throughout the day depending on the store.","@AppleSupport I've tried that. When I hold the up volume button and power button down for over a minute, nothing happens. Do Apple Stores accept walk ins? Waiting 30 hours for my appointment without a functioning phone is a real problem.","@user The stores do have walk in queues, however, we are unable to estimate or determine the wait times. They change throughout the day depending on the store.",Thu Nov 16 17:32:45 +0000 2017,Thu Nov 16 18:45:00 +0000 2017,4335,False,False,False,False,5
61942,1870673,1870673,1870672,558685,"@AppleSupport the new iOS is awful. My phone has to be restarted daily due to calls &amp; apps not working, and my home button stopped working",@558685 Thanks for reaching out. We'd like some details to help. Which iPhone model do these issues occur on? Let us know in a DM. https://t.co/GDrqU22YpT,"@AppleSupport the new iOS is awful. My phone has to be restarted daily due to calls &amp; apps not working, and my home button stopped working",@user Thanks for reaching out. We'd like some details to help. Which iPhone model do these issues occur on? Let us know in a DM. https://t.co/GDrqU22YpT,Thu Oct 19 22:46:33 +0000 2017,Thu Oct 19 23:01:00 +0000 2017,867,True,True,False,False,2
22823,814907,814907,814906,314067,@AppleSupport  phone messed up from updates 11.01.People can’t hear me.I was told can pay 300 for a new phone.But your updates broke myphone,@314067 We want to help look into this. Reach out to us in DM and we will work together to find a solution. https://t.co/GDrqU22YpT,@AppleSupport phone messed up from updates 11.01.People can’t hear me.I was told can pay 300 for a new phone.But your updates broke myphone,@user We want to help look into this. Reach out to us in DM and we will work together to find a solution. https://t.co/GDrqU22YpT,Thu Oct 12 20:17:20 +0000 2017,Thu Oct 12 20:28:39 +0000 2017,679,True,True,False,False,2
35073,1235999,1235997,1236000,409894,@AppleSupport And yes I have restarted loads of times,@409894 We'd like to take a closer look. Send us a DM and we can start there. https://t.co/GDrqU22YpT,@AppleSupport And yes I have restarted loads of times,@user We'd like to take a closer look. Send us a DM and we can start there. https://t.co/GDrqU22YpT,Mon Oct 16 01:58:50 +0000 2017,Mon Oct 16 02:13:56 +0000 2017,906,True,True,False,False,5
27032,954243,954241,954240,225884,@AppleSupport Ahhhh yess I’m eligible! Thank you so much,"@225884 You're welcome. If you have questions in the future, feel free to reach out to us here.",@AppleSupport Ahhhh yess I’m eligible! Thank you so much,"@user You're welcome. If you have questions in the future, feel free to reach out to us here.",Sat Oct 21 19:15:22 +0000 2017,Sat Oct 21 21:06:30 +0000 2017,6668,False,False,False,False,4
86229,2346025,2346029,2346030,287951,@AppleSupport Quick question. How do I get rid of this square? https://t.co/yybSAibsT2,@287951 We're glad to help! It appears you've enabled an accessibility feature called Zoom. You can disable this option in Settings &gt; General &gt; Accessibility &gt; Zoom. It may be associated with the accessibility shortcut. Here's more information: https://t.co/aCPzL7RlUq,@AppleSupport Quick question. How do I get rid of this square? https://t.co/yybSAibsT2,@user We're glad to help! It appears you've enabled an accessibility feature called Zoom. You can disable this option in Settings &gt; General &gt; Accessibility &gt; Zoom. It may be associated with the accessibility shortcut. Here's more information: https://t.co/aCPzL7RlUq,Wed Nov 15 05:13:14 +0000 2017,Wed Nov 15 14:00:21 +0000 2017,31627,True,False,False,True,10
99412,2732923,2732917,2732919,410910,"@AppleSupport Happens mostly in FB and instagram. Installed and updated everything last night. Shut down phone last night, didn’t help, haven’t this a.m.",@410910 Understood! Let's see if we can delete and reinstall both FaceBook and Instagram to see if the issues persist: https://t.co/bNH7gNvF9e Let us know the results once completed.,"@AppleSupport Happens mostly in FB and instagram. Installed and updated everything last night. Shut down phone last night, didn’t help, haven’t this a.m.",@user Understood! Let's see if we can delete and reinstall both FaceBook and Instagram to see if the issues persist: https://t.co/bNH7gNvF9e Let us know the results once completed.,Mon Nov 20 16:16:10 +0000 2017,Mon Nov 20 16:29:33 +0000 2017,803,True,False,False,False,8
52322,1689401,1689401,1689400,512942,@115858 where is the update that fixes that capital i?,@512942 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,@user where is the update that fixes that capital i?,@user Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 17:41:54 +0000 2017,Mon Nov 06 20:24:00 +0000 2017,9726,True,False,False,True,2
100934,2780603,2780602,2780604,776600,@AppleSupport I have a backup on iCloud - updates nightly. Is that sufficient?,"@776600 That'll do it! You'll want to be sure that any data that was saved after your last backup is included as well. When you're ready, you can go to Settings &gt; [your name] &gt; iCloud &gt; iCloud Backup. 
Let us know if you have any other questions for us. We're here for you.",@AppleSupport I have a backup on iCloud - updates nightly. Is that sufficient?,"@user That'll do it! You'll want to be sure that any data that was saved after your last backup is included as well. When you're ready, you can go to Settings &gt; [your name] &gt; iCloud &gt; iCloud Backup. Let us know if you have any other questions for us. We're here for you.",Tue Nov 21 17:13:47 +0000 2017,Tue Nov 21 17:25:00 +0000 2017,673,False,False,False,True,5
95924,2619740,2619740,2619739,740284,@AppleSupport will photos get copied to new mobile via new ios 11 new phone setup without iCloud photo library activated ?,"@740284 Great question. To access your iCloud Photos on a new device, you'll need to turn on iCloud Photo Library. Check out the following article for more information: https://t.co/8YUslsnsM5",@AppleSupport will photos get copied to new mobile via new ios 11 new phone setup without iCloud photo library activated ?,"@user Great question. To access your iCloud Photos on a new device, you'll need to turn on iCloud Photo Library. Check out the following article for more information: https://t.co/8YUslsnsM5",Fri Nov 17 12:08:15 +0000 2017,Fri Nov 17 15:42:32 +0000 2017,12857,True,False,False,True,2
101435,2795484,2795484,2795483,780074,@AppleSupport Is there a way to check the overall battery health of my iPhone 6S Plus?,@780074 We want to help. DM us and we'll work from there. https://t.co/GDrqU2kzhr,@AppleSupport Is there a way to check the overall battery health of my iPhone 6S Plus?,@user We want to help. DM us and we'll work from there. https://t.co/GDrqU2kzhr,Tue Nov 21 21:24:15 +0000 2017,Tue Nov 21 22:16:54 +0000 2017,3159,True,True,False,False,2
71299,2027934,2027934,2027933,599689,"Everyone told me to switch to @115858 that I️ won’t regret leaving Galaxy. Less than a month w/ 8+, there’s glitches with just typing “I️”",@599689 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,"Everyone told me to switch to @user that I️ won’t regret leaving Galaxy. Less than a month w/ 8+, there’s glitches with just typing “I️”",@user Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,Mon Nov 06 18:39:43 +0000 2017,Mon Nov 06 20:47:31 +0000 2017,7668,True,False,False,True,2
18093,644209,644207,644206,272908,@AppleSupport IPhone 7+ and the latest update,@272908 DM us using the link below. We'll work with you from there. https://t.co/GDrqU22YpT,@AppleSupport IPhone 7+ and the latest update,@user DM us using the link below. We'll work with you from there. https://t.co/GDrqU22YpT,Wed Oct 18 21:40:22 +0000 2017,Wed Oct 18 21:58:33 +0000 2017,1091,True,True,False,False,6
14407,543648,543648,543647,246273,@121122 why does my iPhone keep shutting down? Brings up a loading screen every now and again?? @AppleSupport was really hot about an hour ago as well and it wasn’t on charge was just on the side,"@246273 Thank you for that information.  Create a current iTunes or iCloud backup, and follow the steps in this article: https://t.co/osZOKKTalm.",@user why does my iPhone keep shutting down? Brings up a loading screen every now and again?? @AppleSupport was really hot about an hour ago as well and it wasn’t on charge was just on the side,"@user Thank you for that information. Create a current iTunes or iCloud backup, and follow the steps in this article: https://t.co/osZOKKTalm.",Sat Dec 02 08:23:45 +0000 2017,Sat Dec 02 16:37:31 +0000 2017,29626,True,False,False,True,2
86938,2360416,2360415,2360417,681658,"@AppleSupport Last night, my contacts were there. Today, I am missing numerous contact names and emails, but their number remains",@681658 Have you tried a basic restart of your iPhone to see if the names appear as they should?,"@AppleSupport Last night, my contacts were there. Today, I am missing numerous contact names and emails, but their number remains",@user Have you tried a basic restart of your iPhone to see if the names appear as they should?,Mon Nov 13 20:58:19 +0000 2017,Mon Nov 13 21:26:27 +0000 2017,1688,False,False,False,True,13
31027,1096922,1096922,1096921,378851,"MBP and iPhone both crashing a lot now. Come on @AppleSupport, fix these issues.",@378851 Let's look into this for you. How often do you experience this? Let us know in DM: https://t.co/GDrqU22YpT,"MBP and iPhone both crashing a lot now. Come on @AppleSupport, fix these issues.",@user Let's look into this for you. How often do you experience this? Let us know in DM: https://t.co/GDrqU22YpT,Mon Oct 23 21:44:57 +0000 2017,Mon Oct 23 21:51:37 +0000 2017,400,True,True,False,False,2
75135,2095327,2095327,2095326,150777,@AppleSupport since upgrading to the latest iOS my iPhone 7 is constantly freezing. So annoying!,@150777 We'd like to know more. Let us know in DM which iOS version is currently installed &amp; if this is happening with a specific app. https://t.co/GDrqU22YpT,@AppleSupport since upgrading to the latest iOS my iPhone 7 is constantly freezing. So annoying!,@user We'd like to know more. Let us know in DM which iOS version is currently installed &amp; if this is happening with a specific app. https://t.co/GDrqU22YpT,Tue Oct 10 08:50:56 +0000 2017,Tue Oct 10 14:15:51 +0000 2017,19495,True,True,False,False,2
50146,1648459,1648459,1648458,503602,@AppleSupport @115858 #siri Siri thinks the Apple store opens at 10.  It’s closed until 11.  I asked Siri who I should report the bug to... https://t.co/VLbb5wHKEZ,@503602 We're here to help! DM us and we'll review your options. https://t.co/GDrqU22YpT,@AppleSupport @user #siri Siri thinks the Apple store opens at 10. It’s closed until 11. I asked Siri who I should report the bug to... https://t.co/VLbb5wHKEZ,@user We're here to help! DM us and we'll review your options. https://t.co/GDrqU22YpT,Sun Nov 05 19:20:47 +0000 2017,Sun Nov 05 22:32:29 +0000 2017,11502,True,True,False,False,2
104526,2917307,2917307,2917305,156915,@AppleSupport my macbook won't sync iMessages with the iPhone. why is that?,"@156915 Let's look into this for you. When did you first notice this issue? Also, which version of macOS are you currently using?",@AppleSupport my macbook won't sync iMessages with the iPhone. why is that?,"@user Let's look into this for you. When did you first notice this issue? Also, which version of macOS are you currently using?",Wed Nov 29 00:02:14 +0000 2017,Wed Nov 29 00:06:00 +0000 2017,226,False,False,False,False,4
83661,2298288,2298288,2298287,576626,@AppleSupport I’m from India. A friend of mine is flying from US and I want to get an iPhone X. The verizon version A1865 is the one that supports here. But while pre-ordering is it necessary to put Contract info? I cannot get the unlocked one?,"@576626 Thank you for reaching out about purchasing the iPhone X. To make certain you get the correct information, we recommend contacting our Sales Support team here: https://t.co/8yjRd1Xo0i",@AppleSupport I’m from India. A friend of mine is flying from US and I want to get an iPhone X. The verizon version A1865 is the one that supports here. But while pre-ordering is it necessary to put Contract info? I cannot get the unlocked one?,"@user Thank you for reaching out about purchasing the iPhone X. To make certain you get the correct information, we recommend contacting our Sales Support team here: https://t.co/8yjRd1Xo0i",Sun Nov 12 05:46:35 +0000 2017,Sun Nov 12 14:38:26 +0000 2017,31911,True,False,False,False,2
16639,594689,594688,594690,260898,@AppleSupport High Sierra I believe,"@260898 Thanks for confirming.  Is your network strong?  Are you connected wirelessly or with an Ethernet connection?  Also, are you able to see the progress bar moving?",@AppleSupport High Sierra I believe,"@user Thanks for confirming. Is your network strong? Are you connected wirelessly or with an Ethernet connection? Also, are you able to see the progress bar moving?",Sun Dec 03 18:39:32 +0000 2017,Sun Dec 03 19:16:30 +0000 2017,2218,False,False,False,False,6
75214,2095926,2095926,2095925,619200,@AppleSupport will there be an update on ios11? My phone is running very slow now and I have plenty of gb,"@619200 We’d like to look into this with you. To start, please send us a DM letting us know which iPhone you’re using. https://t.co/GDrqU22YpT",@AppleSupport will there be an update on ios11? My phone is running very slow now and I have plenty of gb,"@user We’d like to look into this with you. To start, please send us a DM letting us know which iPhone you’re using. https://t.co/GDrqU22YpT",Tue Oct 10 13:58:48 +0000 2017,Tue Oct 10 15:40:00 +0000 2017,6072,True,True,False,False,2
70243,2015753,2015753,2015752,596073,@115858 needs to fix this dumb ass question mark shit,"@596073 We're here for you. Can you let us know, in DM, where you're noticing these question marks? Specifically, which app(s)? https://t.co/GDrqU22YpT",@user needs to fix this dumb ass question mark shit,"@user We're here for you. Can you let us know, in DM, where you're noticing these question marks? Specifically, which app(s)? https://t.co/GDrqU22YpT",Sun Nov 05 19:16:12 +0000 2017,Sun Nov 05 19:52:00 +0000 2017,2148,True,True,False,False,2
25877,912848,912842,912844,336779,"@AppleSupport Yes, with both.",@336779 Do also experience this issue with other apps like iTunes and App Store?,"@AppleSupport Yes, with both.",@user Do also experience this issue with other apps like iTunes and App Store?,Fri Oct 13 20:08:02 +0000 2017,Fri Oct 13 20:16:29 +0000 2017,507,False,False,False,False,8
84585,2305488,2305488,2305486,668889,"@AppleSupport apple store employees i spoke w/ recommended against using my mbpro 87W adapter to fast charge my iphone x, although it is listed as compatible on the apple site. dunno which to believe…any downside to using this adapter?","@668889 Hi there, and thanks for reaching out to us! You can use your USB-C Power Adapter to fast charge your iPhone. You can find this information listed here: https://t.co/M0KamLrtwG

Let us know if you have any other questions!","@AppleSupport apple store employees i spoke w/ recommended against using my mbpro 87W adapter to fast charge my iphone x, although it is listed as compatible on the apple site. dunno which to believe…any downside to using this adapter?","@user Hi there, and thanks for reaching out to us! You can use your USB-C Power Adapter to fast charge your iPhone. You can find this information listed here: https://t.co/M0KamLrtwG Let us know if you have any other questions!",Sun Nov 12 23:11:14 +0000 2017,Sun Nov 12 23:47:30 +0000 2017,2176,True,False,False,True,7
63582,1905814,1905814,1905813,567890,@115858 since the #ios11update my phone is now actually laggy! Can’t listen to podcasts and do something else now! Absolutely crap update!!!,@567890 We can help out with the iPhone performance. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,@user since the #ios11update my phone is now actually laggy! Can’t listen to podcasts and do something else now! Absolutely crap update!!!,@user We can help out with the iPhone performance. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,Wed Oct 25 07:00:20 +0000 2017,Wed Oct 25 13:15:56 +0000 2017,22536,True,True,False,False,2
58531,1785455,1785455,1785454,536433,@AppleSupport what do I do if I think my account has been hacked,@536433 Your security is important to us.  Please send us a DM and we'll get you pointed in the right direction to secure your account. https://t.co/GDrqU22YpT,@AppleSupport what do I do if I think my account has been hacked,@user Your security is important to us. Please send us a DM and we'll get you pointed in the right direction to secure your account. https://t.co/GDrqU22YpT,Wed Oct 11 09:41:00 +0000 2017,Wed Oct 11 14:05:00 +0000 2017,15840,True,True,False,False,2
47109,1595002,1595002,1595001,490095,There it is again 🙃🙃🙃@AppleSupport wtf is this https://t.co/5Aw0qHLh4M,@490095 We'd recommend trying the steps here: https://t.co/sDSg93LaFu let us know in DM if the issue continues. https://t.co/GDrqU22YpT,There it is again 🙃🙃🙃@AppleSupport wtf is this https://t.co/5Aw0qHLh4M,@user We'd recommend trying the steps here: https://t.co/sDSg93LaFu let us know in DM if the issue continues. https://t.co/GDrqU22YpT,Sat Nov 04 17:36:07 +0000 2017,Sat Nov 04 21:31:27 +0000 2017,14120,True,True,False,False,2
29353,1037449,1037449,1037448,365418,@AppleSupport @115858 Since the new iOS update my phone keeps freezing - do you know why?,"@365418 Let's get that taken care of together. Is this behavior happening with all apps, or is it isolated to certain specific apps?",@AppleSupport @user Since the new iOS update my phone keeps freezing - do you know why?,"@user Let's get that taken care of together. Is this behavior happening with all apps, or is it isolated to certain specific apps?",Sat Oct 14 17:38:23 +0000 2017,Sat Oct 14 18:09:00 +0000 2017,1837,False,False,False,False,8
40197,1434162,1434160,1434159,327974,"@AppleSupport Seriously, come on.","@327974 We’d like to offer our support. Which iPhone do you use? Also, which version of OS is running on your iPhone and Watch?","@AppleSupport Seriously, come on.","@user We’d like to offer our support. Which iPhone do you use? Also, which version of OS is running on your iPhone and Watch?",Thu Nov 02 14:19:41 +0000 2017,Thu Nov 02 16:17:00 +0000 2017,7039,False,False,False,False,6
99139,2728286,2728286,2728284,764997,"@AppleSupport Checked time- battery at 54%, checked again 5 minutes later, it was down to 13%. Phone was doing nothing in between. This only happened since installing ios 11. I’ve done all I can think of to reduce battery drain. Help!!","@764997 Hey there. We appreciate you reaching out. What model iPhone are you using, and what is the exact iOS version installed in Settings &gt; General &gt; About? Also, let's make sure your settings are adjusted for improved battery life as listed here: https://t.co/bivpdfBNJ6","@AppleSupport Checked time- battery at 54%, checked again 5 minutes later, it was down to 13%. Phone was doing nothing in between. This only happened since installing ios 11. I’ve done all I can think of to reduce battery drain. Help!!","@user Hey there. We appreciate you reaching out. What model iPhone are you using, and what is the exact iOS version installed in Settings &gt; General &gt; About? Also, let's make sure your settings are adjusted for improved battery life as listed here: https://t.co/bivpdfBNJ6",Mon Nov 20 07:30:09 +0000 2017,Mon Nov 20 14:01:00 +0000 2017,23451,True,False,False,True,8
